Date,Soil_Temperature (°C),Soil_Moisture (%),Air_Temperature (°C),Air_Humidity (%),Paddy_Growth_Stage,Recommended_Fertilizer,Quantity_kg_per_acre,Purpose,Sustainability_Note,Predicted_Yield_ton_per_ha,Cost_LKR_per_ha
21/09/2025,34,50.8,27,81.3,Seedling,Potash,31.9,Micronutrient for flower formation,Ensure soil testing before application.,10.2378756,1610.63
08/04/2025,32.7,56.5,30.5,87,Panicle Initiation,Humic Acid,4.3,Nitrogen boost for vegetative growth,Avoid chemical overuse; combine with compost.,10.20628593,2238.89
19/12/2025,28.2,37.3,32,89.8,Tillering,Copper Sulphate,9.7,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,9.322559914,2802.88
01/11/2025,22.7,39.7,29.7,68.4,Harvest,Phosphate Rock,13.6,Phosphorus for root development,Avoid chemical overuse; combine with compost.,8.604125142,2470.05
14/09/2025,29.3,46.7,31.7,69.6,Harvest,Zinc Sulphate,16.8,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.415824167,3462.03
16/04/2025,31.7,59.8,34.8,67.4,Flowering,DAP,16.3,Phosphorus for root development,Ensure soil testing before application.,10.16453428,2981.87
21/11/2025,27.9,41.9,31,89.8,Tillering,Compost Tea,25.4,Calcium and nitrate supply for strong stems,Maintain irrigation schedule to avoid fertilizer runoff.,9.625346259,2441.73
25/04/2025,22.8,55,33.2,73.3,Flowering,Iron Chelate,12.7,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,9.406900938,2868.12
26/08/2025,30.4,44.8,34.8,80.9,Flowering,Ammonium Sulphate,13.1,Soil conditioner and nutrient uptake,Avoid chemical overuse; combine with compost.,9.738216597,2864.18
19/06/2025,24.5,63.9,30,60.1,Flowering,Biochar,7.6,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.487129506,3486.49
11/10/2025,29.7,44.6,26.2,70,Tillering,Zinc Sulphate,9.5,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.127081278,2427.41
27/04/2025,22.4,31.1,28.4,62.9,Flowering,Urea,4.3,Micronutrient for enzyme activation,Use split application to reduce leaching.,8.255028152,2146.39
23/03/2025,22.5,60.6,28.7,77.5,Harvest,Compost Tea,22.8,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.663873529,2944.35
31/12/2025,24.7,52.6,29.9,72.9,Flowering,MOP,18,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,9.545893647,2341.63
11/07/2025,28.2,70.3,30.7,73,Tillering,Potash,22.9,Soil conditioner and nutrient uptake,Maintain irrigation schedule to avoid fertilizer runoff.,10.47267069,2728.11
07/09/2025,25.6,26.7,26.6,89.4,Tillering,MOP,4.3,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,8.604006695,2306.09
07/03/2025,24.2,30.8,30.1,72.3,Panicle Initiation,Copper Sulphate,18.5,Phosphorus for root development,Use split application to reduce leaching.,8.720960656,2312.5
24/10/2025,26,56.4,34.4,80.4,Flowering,Potash,22.7,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,9.929803057,3006.1
09/12/2025,24.7,49,27.7,91.7,Tillering,Urea,18.4,Improves soil fertility and carbon retention,Ensure soil testing before application.,9.58649936,3710.21
10/04/2025,23.4,50.5,34,77.7,Flowering,Magnesium Sulphate,28,Micronutrient for enzyme activation,Use split application to reduce leaching.,9.674010357,3292.91
15/12/2025,29.7,68.4,33.5,72.9,Seedling,Zinc Sulphate,20.6,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.46770847,2706.75
11/07/2025,27.8,44,35.7,93.8,Harvest,Potash,20.1,Nitrogen boost for vegetative growth,Ensure soil testing before application.,10.0843537,554.53
24/09/2025,28.2,63.8,34.9,63.8,Harvest,DAP,14.4,Enhances microbial activity,Avoid chemical overuse; combine with compost.,10.14285396,2608.6
14/03/2025,24.8,65.9,32.9,63,Flowering,Urea,22.8,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.21940602,3210.19
07/06/2025,33.3,28.7,30.2,82.4,Harvest,Copper Sulphate,21.3,Improves soil structure and moisture retention,Use split application to reduce leaching.,9.250214554,2691.2
11/04/2025,22.4,34,32.2,90.5,Harvest,Magnesium Sulphate,22.2,Micronutrient for enzyme activation,Use split application to reduce leaching.,9.04158542,1702.88
21/07/2025,33.6,63.4,27.2,81.7,Seedling,Compost Tea,18.7,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,10.56823829,3784.53
19/09/2025,27.2,36.1,31.5,74.3,Harvest,Iron Chelate,16.3,Potassium for stress tolerance,Ensure soil testing before application.,8.969583955,1391.33
08/12/2025,29.2,70.9,30.2,81.2,Harvest,Boron,26.6,Micronutrient for flower formation,Ensure soil testing before application.,10.73218009,2582.61
28/05/2025,23.9,53.9,33.9,67.9,Tillering,DAP,16.4,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,9.533367199,1520.09
16/05/2025,23.2,66.1,28.2,78.3,Harvest,Calcium Nitrate,24.8,Slow-release phosphorus,Avoid chemical overuse; combine with compost.,10.07741365,3424.78
08/10/2025,23.2,40.8,29.7,82.7,Flowering,Ammonium Sulphate,17.4,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,9.227324116,2004.5
08/03/2025,23.5,28,31.2,65.1,Harvest,Urea,7.8,Micronutrient for flower formation,Avoid chemical overuse; combine with compost.,8.132230594,2158.29
05/05/2025,27.4,49,32,75.6,Flowering,Green Manure,30.9,Soil conditioner and nutrient uptake,Ensure soil testing before application.,9.787062482,1578.23
19/08/2025,26.9,65.3,29.9,82.9,Harvest,Humic Acid,22.7,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,10.3120763,3506.92
09/01/2025,25.5,57.1,30.7,95,Flowering,Iron Chelate,13.2,Calcium and nitrate supply for strong stems,Maintain irrigation schedule to avoid fertilizer runoff.,10.19987605,2414.88
07/11/2025,29.4,43,29.1,66.8,Harvest,Magnesium Sulphate,24.5,Nitrogen boost for vegetative growth,Prefer organic alternatives where possible.,9.530494305,3180.4
27/10/2025,33.8,44.8,32.8,64.2,Flowering,Compost Tea,13.3,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,9.42312589,720.14
24/03/2025,33.8,47.8,26.6,91.5,Harvest,Boron,20.7,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,9.99168196,2908.23
27/06/2025,26.2,62.2,35.8,71,Seedling,Iron Chelate,21.3,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,10.04338628,3528.96
29/06/2025,31.2,42.7,32.4,89.3,Tillering,Urea,4.5,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,9.508075739,2241.14
05/06/2025,30.5,59.9,28.1,69,Tillering,Iron Chelate,13.4,Iron supply to prevent chlorosis,Maintain irrigation schedule to avoid fertilizer runoff.,9.853604821,2440.68
20/04/2025,32.1,33.8,28.3,69.4,Tillering,Potash,24.3,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,9.200154164,3384.59
06/05/2025,23,45.5,29.6,86.5,Tillering,Urea,19,Improves soil structure and moisture retention,Ensure soil testing before application.,9.676459529,2902.09
14/01/2025,31,29.2,30.4,62.1,Seedling,Boron,22.8,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,8.741476988,646.73
21/08/2025,29.3,41.1,29.5,81.3,Seedling,Copper Sulphate,18.5,Iron supply to prevent chlorosis,Use split application to reduce leaching.,9.371353792,3779.99
27/08/2025,25.5,25.3,26.3,69.5,Harvest,Potash,27.1,Improves grain quality and resistance,Ensure soil testing before application.,8.534025563,2690.82
12/03/2025,33,66.1,28.1,68.9,Seedling,Zinc Sulphate,24.2,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,10.42349512,3160.62
26/11/2025,32,58.2,31.8,76.6,Tillering,Biochar,6.5,Iron supply to prevent chlorosis,Ensure soil testing before application.,10.12711292,2745.48
19/12/2025,22.3,69.5,32.3,75.5,Panicle Initiation,Magnesium Sulphate,4.6,Improves soil structure and moisture retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.04109708,2353.61
23/11/2025,33.2,46.5,32.4,77.8,Harvest,Urea,26.4,Magnesium for chlorophyll synthesis,Ensure soil testing before application.,10.07600735,2559.9
12/08/2025,26.9,61.2,31.9,63.5,Flowering,Ammonium Sulphate,17.5,Calcium and nitrate supply for strong stems,Maintain irrigation schedule to avoid fertilizer runoff.,9.794214444,3408.84
20/10/2025,33.1,71.1,32.9,75.2,Tillering,Potash,21.5,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,10.82269625,2237.21
18/07/2025,22.1,29.4,33.5,86.8,Tillering,Ammonium Sulphate,27.6,Growth stimulant and micronutrients,Ensure soil testing before application.,9.126551745,3623.93
12/07/2025,31.6,51.9,27,82.2,Tillering,Humic Acid,14.7,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.813404612,3149.04
07/11/2025,25.4,35.9,26,82.9,Seedling,MOP,20.6,Micronutrient for enzyme activation,Ensure soil testing before application.,9.221232771,2907.84
19/06/2025,24.7,63.6,30,61,Flowering,Iron Chelate,7.7,Improves soil structure and moisture retention,Prefer organic alternatives where possible.,9.513807941,3443.41
06/09/2025,23.5,71.1,33.5,76.5,Harvest,Compost Tea,22.4,Phosphorus for root development,Prefer organic alternatives where possible.,10.36994709,2710.25
12/07/2025,22.6,43.4,27.8,66,Tillering,Magnesium Sulphate,17,Enhances microbial activity,Avoid chemical overuse; combine with compost.,8.84964047,2194.79
08/03/2025,29.3,25.4,33.1,66.5,Flowering,DAP,26.8,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,8.622423534,2803.56
14/06/2025,22.9,38.3,30.2,81.5,Panicle Initiation,Phosphate Rock,9.6,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,8.936500988,2377.12
19/06/2025,25.1,68.9,32.9,72.4,Seedling,Organic Compost,17.4,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,10.27434616,610.59
09/06/2025,26.5,75,29.2,72.8,Tillering,Green Manure,10.7,Micronutrient for flower formation,Ensure soil testing before application.,10.33344604,2624.36
15/11/2025,32.1,39.4,34.4,66.7,Flowering,Seaweed Extract,20.2,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,9.640825353,625.93
29/07/2025,26.6,72.3,32.8,69.3,Flowering,MOP,9.7,Nitrogen and sulphur supply,Ensure soil testing before application.,10.46932287,2756.76
26/04/2025,23.9,38.5,30.4,74.9,Tillering,Iron Chelate,5.1,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,8.654851202,2589.17
16/11/2025,23.4,41.3,31.8,84,Flowering,Ammonium Sulphate,18.2,Enhances microbial activity,Ensure soil testing before application.,9.384275996,2397.06
14/01/2025,28.5,55.8,27.1,93.8,Flowering,Calcium Nitrate,23.2,Micronutrient for flower formation,Use split application to reduce leaching.,10.14264671,2794.55
05/01/2025,26.9,39.9,34.4,71.4,Harvest,Magnesium Sulphate,19.5,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,9.366908789,2923.61
04/08/2025,29,65.6,33.3,94,Seedling,Potash,10.8,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,10.62498691,3213.55
20/10/2025,24.2,56.5,26.3,69.8,Harvest,Urea,10.1,Slow-release phosphorus,Prefer organic alternatives where possible.,9.362959076,3198.9
22/12/2025,22.3,71.2,28.3,80.2,Seedling,MOP,17.9,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,10.4036664,1389.28
05/08/2025,33.5,59.3,28.7,69.9,Seedling,Boron,7.1,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,9.750681725,2951.03
08/10/2025,33.1,75,27.9,94.7,Harvest,Iron Chelate,21.3,Slow-release phosphorus,Ensure soil testing before application.,11.26200098,1698.16
26/11/2025,32,59.9,31.8,75.8,Tillering,Iron Chelate,6.4,Improves soil fertility and carbon retention,Ensure soil testing before application.,10.18953692,2634.21
30/12/2025,23.3,47.9,31.7,75,Flowering,Compost Tea,7.9,Iron supply to prevent chlorosis,Ensure soil testing before application.,9.31637269,3061.18
20/10/2025,32.9,71.4,32.9,75.2,Panicle Initiation,Boron,21.7,Slow-release phosphorus,Use split application to reduce leaching.,10.80439986,2176.93
31/03/2025,31.3,43,34.7,74.1,Harvest,Boron,24.6,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,9.681182313,3508.36
07/06/2025,33,30,30.3,81.7,Harvest,Potash,21.9,Nitrogen enrichment from legumes,Use split application to reduce leaching.,9.260906827,2584.8
10/09/2025,29.3,50.2,29.6,88.2,Tillering,Humic Acid,20.5,Iron supply to prevent chlorosis,Use split application to reduce leaching.,10.13862524,1667.34
05/05/2025,32.3,68.6,33.1,70.8,Flowering,Humic Acid,20.5,Calcium and nitrate supply for strong stems,Prefer organic alternatives where possible.,10.59374612,3129.12
11/11/2025,26.6,70,33.1,92.3,Harvest,Biochar,24.5,Phosphorus for root development,Prefer organic alternatives where possible.,10.88743004,3941.88
30/10/2025,24.3,26.2,32.3,69.9,Panicle Initiation,Iron Chelate,17.4,Nitrogen boost for vegetative growth,Ensure soil testing before application.,8.712402667,1426.5
06/02/2025,27.2,65.9,30.3,67.3,Flowering,Green Manure,20.5,Improves soil fertility and carbon retention,Prefer organic alternatives where possible.,10.01457822,1737.85
22/02/2025,30.7,72.2,28.6,72.5,Harvest,Calcium Nitrate,23.6,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.73312823,3304.76
16/09/2025,32.8,50.4,33.8,90.7,Harvest,Humic Acid,27.8,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,10.42086188,2769.77
20/10/2025,33,70.7,32.8,75.3,Seedling,Organic Compost,22.2,Slow-release phosphorus,Use split application to reduce leaching.,10.84500935,2130.88
13/09/2025,22.3,40.4,30,82.9,Seedling,Iron Chelate,20.7,Calcium and nitrate supply for strong stems,Avoid chemical overuse; combine with compost.,9.430874898,1895.93
13/02/2025,29,48.9,27.4,79.9,Harvest,Calcium Nitrate,21.8,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,9.728159368,2246.37
19/02/2025,23,59.4,32.6,79.2,Tillering,Iron Chelate,17.7,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.928197893,2085.68
28/02/2025,23.5,33.8,30.6,92.7,Seedling,Zinc Sulphate,18.9,Enhances microbial activity,Prefer organic alternatives where possible.,9.19165782,2654.9
22/05/2025,31,52.1,32.3,76.1,Harvest,Magnesium Sulphate,28.4,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,10.25975471,1496.87
21/02/2025,31.3,27.7,34,67.7,Flowering,Copper Sulphate,19.3,Micronutrient for enzyme activation,Avoid chemical overuse; combine with compost.,9.169851373,3073.05
12/02/2025,31.8,65.9,32,80.9,Panicle Initiation,Ammonium Sulphate,18.4,Phosphorus for root development,Prefer organic alternatives where possible.,10.78290756,2204.99
13/08/2025,30.9,60.2,35.4,84.5,Seedling,Green Manure,24.3,Magnesium for chlorophyll synthesis,Maintain irrigation schedule to avoid fertilizer runoff.,10.7712072,3632.87
15/12/2025,29.6,68.7,33.4,73,Harvest,Iron Chelate,21.2,Phosphorus for root development,Use split application to reduce leaching.,10.49168385,2712.12
07/09/2025,25.3,62.6,31.4,75.4,Seedling,Calcium Nitrate,9.8,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,9.757196375,2530.82
06/10/2025,23.3,27.2,28.4,85.4,Flowering,Compost Tea,18.4,Enhances microbial activity,Avoid chemical overuse; combine with compost.,8.631561152,1738.36
23/05/2025,28.6,34.5,29.6,79.6,Tillering,Calcium Nitrate,23.2,Growth stimulant and micronutrients,Use split application to reduce leaching.,9.108626128,693.79
11/05/2025,25.9,33.4,29.5,84.8,Harvest,Compost Tea,19.8,Phosphorus for root development,Prefer organic alternatives where possible.,9.170859988,2340.78
20/12/2025,29,25.9,34,76.9,Flowering,Ammonium Sulphate,20.1,Phosphorus for root development,Ensure soil testing before application.,8.856865248,1844.97
19/01/2025,22.1,52.7,26.9,61,Panicle Initiation,Ammonium Sulphate,26.5,Improves soil fertility and carbon retention,Avoid chemical overuse; combine with compost.,9.131424381,3144.51
21/04/2025,22.1,72.2,34.7,75.3,Harvest,Humic Acid,4.8,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,10.17673011,2215.11
22/12/2025,32.2,29.2,29.9,69.1,Panicle Initiation,Calcium Nitrate,18.7,Potassium for stem and disease resistance,Ensure soil testing before application.,8.77014028,3648.76
05/01/2025,25.8,49.1,33.6,70.4,Tillering,Phosphate Rock,19.1,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.484798783,2466.72
03/07/2025,26.1,57.6,35.7,80.9,Harvest,Biochar,15.4,Micronutrient for enzyme activation,Ensure soil testing before application.,10.01669301,853.33
29/06/2025,26.2,40,31.2,90.1,Harvest,Copper Sulphate,17.5,Improves soil fertility and carbon retention,Prefer organic alternatives where possible.,9.557308604,3401.78
05/05/2025,30.1,75,32.9,74.6,Flowering,Calcium Nitrate,25.3,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,10.69506259,4043.84
20/04/2025,29.9,67.8,27.8,89.3,Seedling,Phosphate Rock,14.2,Growth stimulant and micronutrients,Ensure soil testing before application.,10.6544238,2609.4
18/12/2025,31.4,73,29.5,81.7,Harvest,Phosphate Rock,16.6,Nitrogen and sulphur supply,Use split application to reduce leaching.,10.79157845,3551.06
29/09/2025,27.3,57.6,30.4,71.1,Tillering,Boron,15.9,Iron supply to prevent chlorosis,Prefer organic alternatives where possible.,9.808396215,2853.57
10/08/2025,29.8,52.8,28.3,74.7,Harvest,Boron,11.1,Growth stimulant and micronutrients,Ensure soil testing before application.,9.647075696,2742.88
02/04/2025,26.5,59,28.3,67.9,Harvest,Calcium Nitrate,18.8,Potassium for stem and disease resistance,Ensure soil testing before application.,9.756007165,2454.62
